TC,LOC,SC,E
org.apache.commons.codec.binary.Base16Test#checkEncodeLengthBounds,4,3,177.563766
org.apache.commons.codec.language.SoundexTest#testEncodeBatch4,10,9,176.527405
org.apache.commons.codec.language.MatchRatingApproachEncoderTest#testCompareNameSameNames_ReturnsFalseSuccessfully,3,2,172.300674
org.apache.commons.codec.DecoderExceptionTest#testConstructorString,5,6,173.615143
org.apache.commons.codec.language.bm.BeiderMorseEncoderTest#testInvalidLanguageIllegalArgumentException,3,0,178.262955
org.apache.commons.codec.net.PercentCodecTest#testBasicEncodeDecode,10,6,177.294403
org.apache.commons.codec.CharEncodingTest#testUtf16Le,3,1,173.8918
org.apache.commons.codec.language.bm.RuleTest#testSubSequenceWorks,56,93,175.399185
org.apache.commons.codec.digest.Sha512CryptTest#testSha512CryptExplicitCall,4,0,178.505051
org.apache.commons.codec.digest.DigestUtilsTest#testSha3_224HexInputStream,4,2,175.385956
org.apache.commons.codec.language.DoubleMetaphoneTest#testCodec184,8,7,170.249969
org.apache.commons.codec.language.MatchRatingApproachEncoderTest#testRemoveVowel_ALESSANDRA_Returns_ALSSNDR,3,1,167.678391
org.apache.commons.codec.net.RFC1522CodecTest#testDecodeInvalid,14,0,178.667816
org.apache.commons.codec.net.QuotedPrintableCodecTest#testUnsafeEncodeDecode,7,5,175.680405
org.apache.commons.codec.binary.Base64Test#testBase64DecodingOfTrailing18Bits,3,1,176.019867
org.apache.commons.codec.digest.UnixCryptTest#testUnixCryptBytes,6,5,166.182739
org.apache.commons.codec.net.URLCodecTest#testDecodeInvalidContent,11,6,176.947144
org.apache.commons.codec.binary.Base64Test#testIsArrayByteBase64,13,12,175.651764
org.apache.commons.codec.language.NysiisTest#testDad,3,1,172.482452
org.apache.commons.codec.EncoderExceptionTest#testConstructor0,5,6,173.815292
org.apache.commons.codec.language.bm.BeiderMorseEncoderTest#testAllChars,6,3,222.03743
org.apache.commons.codec.binary.Base32InputStreamTest#testCodec105,7,6,176.66835
org.apache.commons.codec.binary.Base32Test#testBase32HexSamples,6,0,179.998459
org.apache.commons.codec.net.QCodecTest#testEncodeObjects,9,3,173.522018
org.apache.commons.codec.binary.HexTest#testGetCharset,3,4,173.82637
org.apache.commons.codec.digest.Sha256CryptTest#testSha256CryptStrings,8,0,179.064362
org.apache.commons.codec.language.MetaphoneTest#testWhy,3,2,175.997131
org.apache.commons.codec.binary.Base32Test#testBase32HexSamplesReverseLowercase,6,0,174.199631
org.apache.commons.codec.language.Caverphone2Test#testEndMb,4,1,174.766647
org.apache.commons.codec.language.MatchRatingApproachEncoderTest#testCompare_STEPHEN_STEVEN_SuccessfullyMatched,3,2,180.03215
org.apache.commons.codec.language.MatchRatingApproachEncoderTest#testIsEncodeEquals_CornerCase_SecondNameJustSpace_ReturnsFalse,3,2,175.26062
org.apache.commons.codec.digest.MurmurHash3Test#testIncrementalHashWithUnprocessedBytesAndHugeLengthArray,16,3,177.247437
org.apache.commons.codec.binary.BinaryCodecTest#testDecodeObject,65,1,193.697632
org.apache.commons.codec.digest.Apr1CryptTest#testApr1CryptBytesWithThreadLocalRandom,9,0,174.493729
org.apache.commons.codec.language.ColognePhoneticTest#testVariationsMeyer,4,1,174.847656
org.apache.commons.codec.binary.HexTest#testGetCharsetName,3,3,177.879501
org.apache.commons.codec.language.MetaphoneTest#testTranslateToJOfDGEOrDGIOrDGY,5,4,178.0793
org.apache.commons.codec.language.bm.BeiderMorseEncoderTest#testOOM,11,7,180.872314
org.apache.commons.codec.binary.HexTest#testDecodeHexCharArrayOddCharacters1,3,1,176.07576
org.apache.commons.codec.binary.Base32InputStreamTest#testSkipBig,8,12,173.495361
org.apache.commons.codec.net.BCodecTest#testBasicEncodeDecode,7,5,174.993149
org.apache.commons.codec.binary.Base16InputStreamTest#testReadNull,7,4,177.049957
org.apache.commons.codec.digest.HmacUtilsTest#testSha384HMac,8,8,175.39006
org.apache.commons.codec.language.MetaphoneTest#testTCH,4,3,179.242218
org.apache.commons.codec.digest.MurmurHash3Test#testHash32LongSeed,12,5,185.640701
org.apache.commons.codec.language.RefinedSoundexTest#testNewInstance3,3,4,168.750549
org.apache.commons.codec.net.QuotedPrintableCodecTest#testBasicEncodeDecode,7,5,177.516525
org.apache.commons.codec.binary.HexTest#testEncodeHexByteBufferEmpty,4,6,174.629227
org.apache.commons.codec.binary.Base16Test#testBase16,9,2,167.752502
org.apache.commons.codec.digest.Apr1CryptTest#testApr1CryptNullData,3,0,171.582764
org.apache.commons.codec.digest.HmacUtilsTest#testSha512HMacFail,3,1,175.004379
org.apache.commons.codec.digest.CryptTest#testCrypt,3,1,172.146561
org.apache.commons.codec.language.MatchRatingApproachEncoderTest#testAccentRemoval_GerSpanFrenMix_SuccessfullyRemoved,3,1,178.076431
org.apache.commons.codec.language.bm.RuleTest#testPhonemeComparedToLaterIsNegative,10,5,177.344254
org.apache.commons.codec.digest.HmacUtilsTest#testSha256HMac,8,8,176.520691
org.apache.commons.codec.digest.MurmurHash3Test#testHash128,8,5,174.084381
org.apache.commons.codec.language.MatchRatingApproachEncoderTest#testCompare_SOPHIE_SOFIA_SuccessfullyMatched,3,2,177.710098
org.apache.commons.codec.binary.StringUtilsTest#testNewStringUtf16Be,7,2,167.836884
org.apache.commons.codec.binary.BaseNCodecTest#testContainsAlphabetOrPad,8,6,177.344193
org.apache.commons.codec.digest.MurmurHash3Test#testHash128x64WithOffsetLengthAndSeed,8,3,166.711365
org.apache.commons.codec.language.MatchRatingApproachEncoderTest#testCompare_MICKY_MICHAEL_SuccessfullyMatched,3,2,177.329437
org.apache.commons.codec.language.MatchRatingApproachEncoderTest#testGetEncoding_NoSpace_to_Nothing,3,2,176.078278
org.apache.commons.codec.binary.BaseNCodecTest#testIsInAlphabetByteArrayBoolean,10,10,176.437363
org.apache.commons.codec.language.NysiisTest#testCap,3,1,174.503784
org.apache.commons.codec.language.bm.BeiderMorseEncoderTest#testAsciiEncodeNotEmpty1Letter,9,1,185.762497
org.apache.commons.codec.language.NysiisTest#testBran,3,1,177.224945
org.apache.commons.codec.binary.HexTest#testEncodeHexPartialInputUnderbounds,4,1,186.710403
org.apache.commons.codec.digest.Apr1CryptTest#testApr1CryptStrings,9,0,176.593277
org.apache.commons.codec.language.MatchRatingApproachEncoderTest#testIsVowel_SingleVowel_ReturnsTrue,3,1,177.716766
org.apache.commons.codec.language.DaitchMokotoffSoundexTest#testEncodeIgnoreApostrophes,3,1,169.14502
org.apache.commons.codec.language.DoubleMetaphoneTest#testDoubleMetaphone,38,1,177.00563
org.apache.commons.codec.binary.Base64Test#testDecodeWithWhitespace,13,4,175.430054
org.apache.commons.codec.language.SoundexTest#testUsEnglishStatic,3,2,168.144791
org.apache.commons.codec.binary.Base32Test#testBase32Chunked,6,0,177.563446
org.apache.commons.codec.binary.BaseNCodecTest#testEnsureBufferSize,24,11,176.128418
org.apache.commons.codec.binary.Base32OutputStreamTest#testBase32EmptyOutputStreamPemChunkSize,3,1,177.501877
org.apache.commons.codec.binary.Base16Test#testTriplets,18,17,175.651459
org.apache.commons.codec.net.URLCodecTest#testInvalidEncoding,7,4,173.690399
org.apache.commons.codec.language.MatchRatingApproachEncoderTest#testgetMinRating_11_Returns_3_Successfully,3,2,179.208725
org.apache.commons.codec.language.MatchRatingApproachEncoderTest#testCompare_BRIAN_BRYAN_SuccessfullyMatched,3,2,179.341217
org.apache.commons.codec.binary.Base64Codec13Test#testBinaryEncoder,10,0,177.840073
org.apache.commons.codec.binary.StringUtilsTest#testGetBytesUtf16,7,1,178.487518
org.apache.commons.codec.binary.HexTest#testDecodeByteBufferWithLimit,10,7,168.594925
org.apache.commons.codec.language.MetaphoneTest#testExceedLength,3,2,178.898087
org.apache.commons.codec.binary.Base16OutputStreamTest#testWriteToNullCoverage,6,4,174.088608
org.apache.commons.codec.language.MatchRatingApproachEncoderTest#testRemoveVowel__DECLAN_Returns_DCLN,3,1,172.016159
org.apache.commons.codec.binary.Base64Test#testKnownEncodings,9,10,176.213272
org.apache.commons.codec.language.bm.PhoneticEnginePerformanceTest#test,10,0,313.792679
org.apache.commons.codec.language.SoundexTest#testSoundexUtilsConstructable,3,1,176.377487
org.apache.commons.codec.digest.DigestUtilsTest#testSha384HexInputStream,3,2,177.795883
org.apache.commons.codec.binary.Base64InputStreamTest#testInputStreamReader,10,2,176.643158
org.apache.commons.codec.digest.DigestUtilsTest#testMd2HexLength,8,6,177.074966
org.apache.commons.codec.language.DaitchMokotoffSoundexTest#testEncodeIgnoreHyphens,3,1,175.797592
org.apache.commons.codec.binary.Base64InputStreamTest#testMarkSupported,7,3,171.656845
org.apache.commons.codec.binary.Base64Test#testObjectEncode,4,4,177.636093
org.apache.commons.codec.binary.Base32InputStreamTest#testMarkSupported,7,3,168.608917
org.apache.commons.codec.binary.Base16InputStreamTest#testReadOutOfBounds,11,4,176.887512
org.apache.commons.codec.digest.MurmurHash2Test#testHash64ByteArrayIntInt,8,3,172.443512
org.apache.commons.codec.net.URLCodecTest#testDecodeObjects,14,4,167.578583
org.apache.commons.codec.language.MatchRatingApproachEncoderTest#testCompare_SmallInput_CARK_Kl_SuccessfullyMatched,3,2,175.135986
org.apache.commons.codec.binary.Base64Codec13Test#testBinaryDecoder,10,0,176.499863
org.apache.commons.codec.binary.Base64Test#testDecodeWithInnerPad,6,2,175.228317
