"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"15:10:50:806","41311642553841","   3.379","  79.637"," 3202"," 2200"," 3300"," 3800","  30.773","  88.242","  24.512","  24.488","  70.656","  19.627"," 99","0"," 89","100","  95.426","2661.000"," 739.167","  28.000","    0","  300"
"15:10:50:906","41311842858625","   3.480","  96.360"," 3195"," 2200"," 3300"," 3800","  32.067","  91.458","  25.405","  26.029","  73.267","  20.352"," 97","0"," 89","100","  97.396","2750.000"," 763.889","  28.000","    0","  300"
"15:10:51:006","41312042997587","   3.580","  77.564"," 3084"," 2200"," 3200"," 3800","  28.561","  94.321","  26.200","  23.768","  75.649","  21.014"," 99","0"," 86","100","  95.485","2836.000"," 787.778","  28.000","    0","  300"
"15:10:51:106","41312243293121","   3.680","  62.764"," 3056"," 2200"," 3300"," 3800","  27.676","  97.097","  26.971","  23.553","  78.012","  21.670","100","0"," 84","100","  95.780","2920.000"," 811.111","  28.000","    0","  300"
"15:10:51:208","41312446321647","   3.782","  65.645"," 3090"," 2200"," 3300"," 3800","  28.694"," 100.015","  27.782","  24.054","  80.457","  22.349"," 99","0"," 86","100","  95.706","3006.000"," 835.000","  28.000","    0","  300"
"15:10:51:308","41312646615715","   3.882","  65.018"," 3120"," 2200"," 3300"," 3800","  28.813"," 102.905","  28.585","  24.193","  82.884","  23.023"," 99","0"," 85","100","  95.358","3091.000"," 858.611","  28.000","    0","  300"
"15:10:51:409","41312846807529","   3.982","  64.568"," 3125"," 2200"," 3400"," 3800","  27.842"," 105.696","  29.360","  23.397","  85.230","  23.675"," 99","0"," 84","100","  94.815","3175.000"," 881.944","  28.000","    0","  300"
"15:10:51:509","41313046899971","   4.083","  61.350"," 3139"," 2200"," 3300"," 3800","  28.372"," 108.539","  30.150","  24.010","  87.636","  24.343","100","0"," 84","100","  95.537","3259.000"," 905.278","  28.000","    0","  300"
"15:10:51:611","41313251449329","   4.185","  52.552"," 3084"," 1000"," 3300"," 3800","  26.179"," 111.221","  30.895","  21.398","  89.828","  24.952"," 95","0"," 83","100","  93.746","3342.000"," 928.333","  28.000","    0","  300"
"15:10:51:712","41313451731521","   4.285","  63.986"," 3122"," 2200"," 3300"," 3800","  28.689"," 114.099","  31.694","  24.009","  92.236","  25.621","100","0"," 85","100","  95.340","3427.000"," 951.944","  28.000","    0","  300"
"15:10:51:816","41313659805493","   4.389","  54.646"," 3115"," 2200"," 3400"," 3800","  27.154"," 116.928","  32.480","  22.866","  94.618","  26.283"," 98","0"," 85","100","  94.745","3512.000"," 975.556","  28.000","    0","  300"
"15:10:51:918","41313863961115","   4.492","  60.112"," 3131"," 2200"," 3300"," 3800","  28.244"," 119.816","  33.282","  23.579","  97.029","  26.953","100","0"," 85","100","  95.038","3597.000"," 999.167","  28.000","    0","  300"
"15:10:52:021","41314069820451","   4.595","  69.705"," 3100"," 2200"," 3300"," 3800","  28.818"," 122.787","  34.107","  24.279","  99.532","  27.648"," 99","0"," 87","100","  96.402","3684.000","1023.333","  28.000","    0","  300"
"15:10:52:124","41314275796215","   4.698","  61.720"," 3093"," 2200"," 3300"," 3800","  27.744"," 125.649","  34.902","  22.829"," 101.887","  28.302"," 99","0"," 86","100","  95.080","3770.000","1047.222","  28.000","    0","  300"
"15:10:52:227","41314479988289","   4.800","  46.849"," 3292"," 2300"," 3400"," 3800","  28.919"," 128.606","  35.724","  24.521"," 104.395","  28.998","100","0"," 87","100","  96.985","3857.000","1071.389","  28.000","    0","  300"
"15:10:52:327","41314680516839","   4.901","  51.228"," 3216"," 2200"," 3300"," 3800","  27.875"," 131.405","  36.501","  23.670"," 106.772","  29.659"," 99","0"," 86","100","  96.768","3943.000","1095.278","  28.000","    0","  300"
"15:10:52:427","41314880585161","   5.001","  63.600"," 3167","  700"," 3300"," 3800","  29.212"," 134.332","  37.314","  24.570"," 109.233","  30.343"," 99","0"," 87","100","  96.253","4030.000","1119.444","  28.000","    0","  300"
"15:10:52:530","41315086409555","   5.104","  58.513"," 3096","  700"," 3400"," 3800","  27.197"," 137.135","  38.093","  22.722"," 111.575","  30.993"," 98","0"," 85","100","  95.324","4115.000","1143.056","  28.000","    0","  300"
"15:10:52:634","41315294395049","   5.208","  56.502"," 3050","  700"," 3300"," 3800","  26.309"," 139.876","  38.854","  21.745"," 113.840","  31.622"," 98","0"," 85","100","  93.771","4200.000","1166.667","  28.000","    0","  300"
"15:10:52:737","41315498692625","   5.310","  45.146"," 3243"," 2200"," 3600"," 3800","  26.583"," 142.596","  39.610","  22.495"," 116.142","  32.262"," 98","0"," 84","100","  95.241","4284.000","1190.000","  28.000","    0","  300"
"15:10:52:838","41315700522287","   5.411","  51.851"," 3160"," 1800"," 3300"," 3800","  26.229"," 145.247","  40.346","  22.058"," 118.371","  32.881"," 98","0"," 86","100","  94.051","4370.000","1213.889","  28.000","    0","  300"
"15:10:52:938","41315900777511","   5.512","  49.526"," 3229"," 2300"," 3300"," 3800","  27.438"," 147.998","  41.111","  23.370"," 120.715","  33.532"," 98","0"," 86","100","  95.500","4456.000","1237.778","  28.000","    0","  300"
"15:10:53:038","41316100979075","   5.612","  57.264"," 3183","  700"," 3300"," 3800","  28.972"," 150.903","  41.918","  24.543"," 123.176","  34.216"," 99","0"," 86","100","  96.473","4542.000","1261.667","  28.000","  500","  500"
"15:10:53:139","41316301490817","   5.712","  47.395"," 3291"," 1900"," 3300"," 3800","  29.155"," 153.831","  42.731","  25.100"," 125.696","  34.916"," 99","0"," 89","100","  97.493","4631.000","1286.389","  28.000","    0","  300"
"15:10:53:239","41316501822977","   5.813","  47.652"," 3255","  700"," 3300"," 3800","  29.237"," 156.764","  43.546","  25.105"," 128.215","  35.615","100","0"," 87","100","  97.968","4718.000","1310.556","  28.000","    0","  300"
"15:10:53:339","41316702343083","   5.913","  59.507"," 3142","  700"," 3300"," 3800","  28.035"," 159.579","  44.328","  23.804"," 130.606","  36.279","100","0"," 87","100","  97.087","4805.000","1334.722","  28.000","    0","  300"
"15:10:53:444","41316910402983","   6.017","  48.740"," 3232"," 2200"," 3300"," 3800","  28.285"," 162.527","  45.146","  23.803"," 133.086","  36.968","100","0"," 89","100","  97.146","4894.000","1359.444","  28.000","    0","  300"
"15:10:53:546","41317115219295","   6.120","  67.984"," 3171"," 3000"," 3300"," 3800","  30.794"," 165.685","  46.024","  25.940"," 135.746","  37.707","100","0"," 93","100","  98.499","4987.000","1385.278","  28.000","    0","  300"
"15:10:53:649","41317319746595","   6.222","  50.461"," 3101","  700"," 3400"," 3800","  26.734"," 168.424","  46.784","  22.629"," 138.064","  38.351","100","0"," 84","100","  96.991","5071.000","1408.611","  28.000","    0","  300"
"15:10:53:751","41317524023103","   6.325","  41.050"," 3198","  700"," 3300"," 3800","  26.227"," 171.107","  47.530","  22.411"," 140.357","  38.988","100","0"," 85","100","  96.565","5156.000","1432.222","  28.000","    0","  300"
"15:10:53:851","41317724545963","   6.425","  47.007"," 3218"," 2100"," 3300"," 3800","  28.179"," 173.936","  48.316","  24.216"," 142.789","  39.664"," 99","0"," 86","100","  97.239","5242.000","1456.111","  28.000","    0","  300"
"15:10:53:952","41317924756847","   6.525","  43.494"," 3215","  700"," 3300"," 3800","  27.010"," 176.645","  49.068","  23.061"," 145.101","  40.306","100","0"," 86","100","  97.426","5328.000","1480.000","  28.000","    0","  300"
"15:10:54:055","41318131760751","   6.629","  29.259"," 3098"," 1100"," 3300"," 3800","  17.620"," 178.471","  49.575","  13.973"," 146.550","  40.708"," 91","0"," 78","100","  95.034","5406.000","1501.667","  28.000","    0","  300"
"15:10:54:156","41318332163729","   6.729","  18.927"," 3274"," 1800"," 3300"," 3800","  13.879"," 179.864","  49.962","  10.588"," 147.612","  41.003"," 95","0"," 77"," 98","  89.238","5483.000","1523.056","  28.000","    0","  300"
"15:10:54:256","41318532420695","   6.830","  24.413"," 3282"," 2400"," 3300"," 3800","  16.497"," 181.519","  50.422","  13.087"," 148.925","  41.368"," 95","0"," 75"," 96","  88.037","5558.000","1543.889","  28.000","    0","  300"
"15:10:54:359","41318737270901","   6.932","  47.707"," 3262"," 2300"," 3300"," 3800","  28.363"," 184.428","  51.230","  23.995"," 151.386","  42.052"," 96","0"," 82","100","  94.091","5640.000","1566.667","  28.000","    0","  300"
"15:10:54:459","41318937667485","   7.033","  63.367"," 3271"," 2500"," 3300"," 3800","  30.144"," 187.454","  52.070","  25.525"," 153.948","  42.763"," 98","0"," 85","100","  97.529","5725.000","1590.278","  28.000","    0","  300"
"15:10:54:559","41319138005695","   7.133","  55.667"," 3216","  700"," 3300"," 3800","  29.179"," 190.381","  52.884","  24.632"," 156.419","  43.450"," 99","0"," 86","100","  96.943","5811.000","1614.167","  28.000","    0","  300"
"15:10:54:662","41319343295373","   7.236","  51.481"," 3241"," 2200"," 3300"," 3800","  28.800"," 193.342","  53.706","  24.438"," 158.932","  44.148","100","0"," 87","100","  97.298","5898.000","1638.333","  28.000","    0","  300"
"15:10:54:765","41319548799023","   7.339","  50.171"," 3127","  700"," 3300"," 3800","  26.783"," 196.099","  54.472","  22.276"," 161.224","  44.785"," 99","0"," 88","100","  95.736","5986.000","1662.778","  28.000","    0","  300"
"15:10:54:869","41319755637019","   7.442","  53.444"," 3199","  700"," 3300"," 3800","  28.621"," 199.063","  55.295","  24.422"," 163.754","  45.487","100","0"," 87","100","  97.451","6073.000","1686.944","  28.000","    0","  300"
"15:10:54:969","41319955990419","   7.543","  55.529"," 3190"," 2700"," 3300"," 3800","  28.872"," 201.960","  56.100","  24.726"," 166.235","  46.176","100","0"," 93","100","  98.307","6166.000","1712.778","  28.000","    0","  300"
"15:10:55:071","41320158982977","   7.644","  57.323"," 3141"," 2200"," 3200"," 3800","  27.900"," 204.796","  56.888","  23.734"," 168.648","  46.847"," 99","0"," 90","100","  97.311","6256.000","1737.778","  28.000","    0","  300"
"15:10:55:174","41320366093579","   7.748","  36.403"," 3279"," 2000"," 3300"," 3800","  23.692"," 207.254","  57.570","  19.943"," 170.716","  47.421"," 95","0"," 84","100","  96.202","6340.000","1761.111","  28.000","    0","  300"
"15:10:55:279","41320574375807","   7.852","  38.882"," 3289"," 2400"," 3300"," 3800","  24.276"," 209.786","  58.274","  20.327"," 172.837","  48.010"," 95","0"," 85","100","  94.545","6425.000","1784.722","  28.000","    0","  300"
"15:10:55:381","41320778998873","   7.955","  35.937"," 3252"," 2200"," 3300"," 3800","  22.377"," 212.079","  58.911","  18.364"," 174.719","  48.533"," 97","0"," 82"," 98","  93.123","6507.000","1807.500","  28.000","    0","  300"
"15:10:55:484","41320985411261","   8.058","  35.857"," 3246"," 1500"," 3300"," 3800","  22.188"," 214.373","  59.548","  18.141"," 176.594","  49.054"," 97","0"," 82","100","  92.672","6589.000","1830.278","  28.000","    0","  300"
"15:10:55:590","41321195458441","   8.163","  35.086"," 3288"," 1200"," 3300"," 3800","  21.248"," 216.608","  60.169","  17.245"," 178.408","  49.558"," 95","0"," 81","100","  91.810","6670.000","1852.778","  28.000","    0","  300"
"15:10:55:691","41321398701825","   8.265","  36.550"," 3204"," 2100"," 3300"," 3800","  20.817"," 218.727","  60.757","  16.760"," 180.114","  50.032"," 98","0"," 81"," 98","  90.221","6751.000","1875.278","  28.000","    0","  300"
"15:10:55:796","41321608018491","   8.370","  40.340"," 3223","  700"," 3300"," 3800","  23.415"," 221.181","  61.439","  19.121"," 182.118","  50.588"," 94","0"," 82","100","  92.221","6833.000","1898.056","  28.000","    0","  300"
"15:10:55:900","41321814887807","   8.473","  35.823"," 3245","  700"," 3300"," 3787","  21.440"," 223.402","  62.056","  17.293"," 183.910","  51.086"," 86","0"," 80","100","  94.552","6913.000","1920.278","  28.000","    0","  300"
"15:10:56:004","41322023922145","   8.578","   8.192"," 2682","  700"," 3300"," 3037","   5.974"," 224.028","  62.230","   3.018"," 184.226","  51.174"," 76","0"," 73"," 89","  82.296","6986.000","1940.556","  28.000","    0","  300"

"Total Elapsed Time (sec) = 8.578140"
"Measured RDTSC Frequency (GHz) = 1.997"

"Cumulative Package Energy_0 (Joules) = 224.027771"
"Cumulative Package Energy_0 (mWh) = 62.229936"
"Average Package Power_0 (Watt) = 26.116124"

"Cumulative IA Energy_0 (Joules) = 184.225586"
"Cumulative IA Energy_0 (mWh) = 51.173774"
"Average Package IA_0 (Watt) = 21.476169"

"Cumulative DRAM Energy_0 (Joules) = 6986.000000"
"Cumulative DRAM Energy_0 (mWh) = 1940.555556"
"Average Package DRAM_0 (Watt) = 814.395660"
