TC,LOC,SC,E,P,T,E/SC,P/SC,T/SC,E/(SC/Loc),P/(SC/Loc),T/(SC/Loc),AR,ET,MG,ST,UT,RA,DepT,MNT,CTL,EmT,GF,IgT,SE,VT,DT,RO,DA,EH,CI,RP,LT
org.apache.commons.configuration2.io.TestCombinedLocationStrategy#testLocateSuccessSecondSubStrategy,9,4,241.860504,11.614345,20.773825,60.465126,2.90358625,5.19345625,544.186134,26.13227625,46.74110625,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
org.apache.commons.configuration2.builder.TestFileBasedConfigurationBuilder#testSetDefaultEncodingNull,3,1,215.153915,11.706983,18.370037,215.153915,11.706983,18.370037,645.4617450000001,35.120949,55.110111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
org.apache.commons.configuration2.plist.TestXMLPropertyListConfiguration#testDictionary,5,3,234.26358,11.692303,20.035709,78.08785999999999,3.8974343333333334,6.678569666666667,390.4393,19.48717166666667,33.39284833333333,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.commons.configuration2.builder.TestHierarchicalBuilderParametersImpl#testBeanPropertiesAccess,8,3,247.575928,11.688743,21.155958,82.52530933333334,3.896247666666667,7.051985999999999,660.2024746666667,31.169981333333336,56.415887999999995,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
org.apache.commons.configuration2.builder.TestFileBasedConfigurationBuilder#testGetConfigurationLoadFromFile,7,8,227.67511,11.650871,19.590999,28.45938875,1.456358875,2.448874875,199.21572125,10.194512125000001,17.142124125000002,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
org.apache.commons.configuration2.tree.xpath.TestXPathExpressionEngine#testCanonicalKeyRootNoParentKey,4,4,214.4655,11.706277,18.288796,53.616375,2.92656925,4.572199,214.4655,11.706277,18.288796,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
org.apache.commons.configuration2.builder.TestBasicBuilderParameters#testSetThrowExceptionOnMissing,4,5,216.58371,11.714999,18.475419,43.316742,2.3429998000000003,3.6950838,173.266968,9.371999200000001,14.7803352,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
org.apache.commons.configuration2.beanutils.TestConfigurationDynaBean#testGetDescriptorFloat,3,1,228.316788,11.673554,19.600499,228.316788,11.673554,19.600499,684.950364,35.020662,58.801497,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.commons.configuration2.builder.TestFileBasedConfigurationBuilder#testChangeLocationAfterCreation,10,7,238.474564,11.699145,20.387994,34.06779485714286,1.6713064285714285,2.9125705714285712,340.6779485714286,16.713064285714285,29.125705714285715,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
org.apache.commons.configuration2.tree.TestImmutableNode#testRemoveChildNodeNotExisting,4,2,207.57901,11.666892,17.774885,103.789505,5.833446,8.8874425,415.15802,23.333784,35.54977,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
org.apache.commons.configuration2.builder.TestDatabaseBuilderParametersImpl#testSetConfigurationName,5,2,208.415588,11.636894,17.911769,104.207794,5.818447,8.9558845,521.03897,29.092235,44.779422499999995,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.commons.configuration2.plist.TestXMLPropertyListConfiguration#testDictionaryArray,14,9,230.030716,11.644023,19.768346,25.558968444444446,1.2937803333333333,2.196482888888889,357.82555822222224,18.112924666666668,30.750760444444445,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.commons.configuration2.plist.TestPropertyListConfiguration#testData,4,1,230.595337,11.696305,19.798852,230.595337,11.696305,19.798852,922.381348,46.78522,79.195408,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.commons.configuration2.tree.TestNodeUpdateData#testInitRemovedNodesDefensiveCopy,9,4,211.671982,11.742833,18.167909,52.9179955,2.93570825,4.54197725,476.26195950000005,26.42137425,40.877795250000005,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
org.apache.commons.configuration2.builder.TestFileBasedConfigurationBuilder#testCreateConfigurationNonExistingFileAndThenSave,10,6,224.737656,11.576881,19.399013,37.456275999999995,1.9294801666666668,3.2331688333333335,374.56275999999997,19.294801666666668,32.33168833333333,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
org.apache.commons.configuration2.io.TestFileLocatorUtils#testLocateNullLocator,3,2,240.45015,11.655908,20.708019,120.225075,5.827954,10.3540095,360.675225,17.483862000000002,31.0620285,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
org.apache.commons.configuration2.TestBaseConfiguration#testNoInterpolator,5,1,206.802979,11.613911,17.824096,206.802979,11.613911,17.824096,1034.0148949999998,58.069554999999994,89.12048,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.commons.configuration2.builder.TestJndiBuilderParametersImpl#testSetContext,6,3,227.076965,11.645897,19.498453,75.69232166666667,3.8819656666666664,6.499484333333334,454.15393,23.291794,38.996906,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.commons.configuration2.convert.TestPropertyConverter#testToPathDirect,4,2,207.998901,11.715612,17.884244,103.9994505,5.857806,8.942122,415.997802,23.431224,35.768488,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
org.apache.commons.configuration2.tree.xpath.TestXPathExpressionEngine#testQueryWithoutResult,5,3,240.014206,11.702757,20.509202,80.00473533333333,3.900919,6.836400666666666,400.0236766666667,19.504595000000002,34.182003333333334,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
org.apache.commons.configuration2.TestHierarchicalConfiguration#testImmutableConfigurationAt,10,4,230.784958,11.62394,19.854279,57.6962395,2.905985,4.96356975,576.9623949999999,29.059849999999997,49.63569749999999,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.commons.configuration2.interpol.TestConfigurationInterpolator#testInterpolationMultipleVariables,6,4,234.60347,11.671015,20.050031,58.6508675,2.91775375,5.01250775,351.905205,17.506522500000003,30.075046500000003,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
org.apache.commons.configuration2.io.TestCombinedLocationStrategy#testInitNullCollection,3,1,232.705215,11.711592,19.869649,232.705215,11.711592,19.869649,698.1156450000001,35.134776,59.608947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
org.apache.commons.configuration2.builder.TestPropertiesBuilderParametersImpl#testSetIOFactory,5,3,245.409088,11.68766,21.055827,81.80302933333333,3.8958866666666663,7.0186090000000005,409.0151466666667,19.479433333333333,35.093045000000004,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
org.apache.commons.configuration2.tree.TestImmutableNode#testGetChildrenByMissingName,7,6,205.022797,11.589703,17.656631,34.170466166666664,1.9316171666666666,2.9427718333333335,239.19326316666667,13.521320166666667,20.599402833333336,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
org.apache.commons.configuration2.reloading.TestReloadingController#testResetReloadingState,10,5,231.939117,11.700238,19.883348,46.3878234,2.3400476,3.9766696,463.878234,23.400476,39.766696,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
org.apache.commons.configuration2.interpol.TestConfigurationInterpolator#testInterpolateObject,4,2,207.955444,11.649797,17.880712,103.977722,5.8248985,8.940356,415.910888,23.299594,35.761424,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
org.apache.commons.configuration2.beanutils.TestConfigurationDynaBean#testGetDescriptorSecond,3,1,229.661301,11.736252,19.585574,229.661301,11.736252,19.585574,688.983903,35.208756,58.756722,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.commons.configuration2.builder.TestHierarchicalBuilderParametersImpl#testInheritFrom,11,5,250.398041,11.751991,21.30686,50.0796082,2.3503982,4.261372,550.8756902,25.8543802,46.875092,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
org.apache.commons.configuration2.tree.xpath.TestConfigurationAttributePointer#testGetLength,3,2,213.999268,11.730367,18.260574,106.999634,5.8651835,9.130287,320.99890200000004,17.5955505,27.390860999999997,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.commons.configuration2.tree.TestTrackedNodeModel#testClear,6,1,228.928375,11.637443,19.714145,228.928375,11.637443,19.714145,1373.57025,69.824658,118.28487,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.commons.configuration2.tree.xpath.TestXPathExpressionEngine#testCanonicalKeyNoParentKey,8,4,213.443314,11.689135,18.196125,53.3608285,2.92228375,4.54903125,426.886628,23.37827,36.39225,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
org.apache.commons.configuration2.tree.TestInMemoryNodeModel#testClearPropertyAttribute,9,6,230.298264,11.650625,19.798767,38.383044,1.9417708333333332,3.2997945000000004,345.447396,17.4759375,29.698150500000004,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
org.apache.commons.configuration2.TestCompositeConfiguration#testGetListWithInterpolation,5,1,228.061935,11.637107,19.59782,228.061935,11.637107,19.59782,1140.309675,58.185535,97.9891,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.commons.configuration2.io.TestAbsoluteNameLocationStrategy#testNoAbsoluteFileName,4,2,247.972946,11.715821,21.256926,123.986473,5.8579105,10.628463,495.945892,23.431642,42.513852,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
org.apache.commons.configuration2.tree.TestDefaultConfigurationKey#testAttributeName,5,3,207.052139,11.628677,17.875637,69.01737966666667,3.8762256666666666,5.958545666666667,345.08689833333335,19.381128333333333,29.792728333333336,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.commons.configuration2.interpol.TestConfigurationInterpolator#testDefaultStringLookupsHolder_invalidLookupsDefinition,6,1,217.076141,11.736832,18.495292,217.076141,11.736832,18.495292,1302.456846,70.420992,110.971752,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.commons.configuration2.beanutils.TestConfigurationDynaBean#testMappedRemove,8,7,231.541672,11.727484,19.701278,33.077381714285714,1.6753548571428571,2.8144682857142853,264.6190537142857,13.402838857142857,22.515746285714282,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
org.apache.commons.configuration2.builder.fluent.TestConfigurations#testPropertiesFromFile,5,4,238.708511,11.857875,20.130799,59.67712775,2.96446875,5.03269975,298.38563874999994,14.82234375,25.16349875,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
org.apache.commons.configuration2.TestAbstractConfiguration#testListEscaped,3,2,198.81308,11.651138,17.068777,99.40654,5.825569,8.5343885,298.21962,17.476707,25.603165500000003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
org.apache.commons.configuration2.io.TestDefaultFileSystem#testGetOutputStreamInvalidPath,4,2,209.615723,11.689199,17.908197,104.8078615,5.8445995,8.9540985,419.231446,23.378398,35.816394,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
org.apache.commons.configuration2.interpol.TestConfigurationInterpolator#testInterpolateCollection,4,2,210.237793,11.660798,18.060491,105.1188965,5.830399,9.0302455,420.475586,23.321596,36.120982,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
