TC,LOC,SC,E
org.apache.commons.collections4.bloomfilter.AbstractIndexProducerTest#testForEachIndexPredicates,8,0,202.642029
org.apache.commons.collections4.BagUtilsTest#testTransformedSortedBag,5,0,223.788788
org.apache.commons.collections4.multimap.AbstractMultiValuedMapTest#testGet,9,19,208.253174
org.apache.commons.collections4.bidimap.UnmodifiableBidiMapTest#testUnmodifiable,4,2,207.333847
org.apache.commons.collections4.IteratorUtilsTest#testFind,10,4,214.768188
org.apache.commons.collections4.CollectionUtilsTest#filterInverse,13,10,229.75798
org.apache.commons.collections4.PredicateUtilsTest#testSingletonPatternInSerialization,6,1,210.890686
org.apache.commons.collections4.map.AbstractMapTest#testEntrySetRemove2,14,0,214.790558
org.apache.commons.collections4.keyvalue.TiedMapEntryTest#testSetValue,24,19,222.900864
org.apache.commons.collections4.multimap.AbstractMultiValuedMapTest#testEmptyMapCompatibility,5,7,216.394852
org.apache.commons.collections4.map.AbstractMapTest#testMapPut,63,0,202.935715
org.apache.commons.collections4.CollectionUtilsTest#testIsEqualCollectionNullColl2,17,1,228.369537
org.apache.commons.collections4.CollectionUtilsTest#testSizeIsEmpty_PrimitiveArray,10,5,223.924286
org.apache.commons.collections4.ListUtilsTest#testSelect,14,9,221.207062
org.apache.commons.collections4.map.AbstractSortedMapTest\$TestTailMap#testTailMapOutOfRange,8,0,217.389877
org.apache.commons.collections4.IterableUtilsTest#find,10,4,195.892014
org.apache.commons.collections4.keyvalue.AbstractMapEntryTest#testAccessorsAndMutators,10,0,223.215973
org.apache.commons.collections4.bloomfilter.SetOperationsTest#testCommutativityOnMismatchedSizes,12,9,199.204773
org.apache.commons.collections4.iterators.BoundedIteratorTest#testNegativeOffset,4,1,226.183121
org.apache.commons.collections4.iterators.FilterListIteratorTest#testNextChangesPrevious,10,1,221.563995
org.apache.commons.collections4.CollectionUtilsTest#testSizeIsEmpty_Array,10,5,212.715027
org.apache.commons.collections4.CollectionUtilsTest#testRemoveCountStartNegative,4,1,226.290985
org.apache.commons.collections4.iterators.ZippingIteratorTest#testRemoveFromDouble,13,7,220.486008
org.apache.commons.collections4.CollectionUtilsTest#containsAnyInCollection,25,1,229.790848
org.apache.commons.collections4.map.UnmodifiableOrderedMapTest#testUnmodifiable,4,2,220.300003
org.apache.commons.collections4.bidimap.AbstractBidiMapTest#testBidiPut,29,0,216.217773
org.apache.commons.collections4.multimap.UnmodifiableMultiValuedMapTest#testClearException,5,1,214.950409
org.apache.commons.collections4.TransformerUtilsTest#testNullTransformer,8,9,219.875015
org.apache.commons.collections4.MultiMapUtilsTest#testGetValuesAsBag,15,8,210.561584
org.apache.commons.collections4.bidimap.AbstractSortedBidiMapTest#testBidiRemoveBySubMap,39,0,208.448273
org.apache.commons.collections4.map.Flat3MapTest#testEntrySet,4,1,209.63063
org.apache.commons.collections4.collection.AbstractCollectionTest#testCollectionIteratorFailFast,50,0,215.962677
org.apache.commons.collections4.CollectionUtilsTest#filterNullParameters,9,11,229.766785
org.apache.commons.collections4.map.Flat3MapTest#testContainsValue3,6,4,225.887985
org.apache.commons.collections4.iterators.LazyIteratorChainTest#testRemoveFromFilteredIterator,18,9,208.210175
