TC,LOC,SC,E
org.jsoup.nodes.AttributesTest#equalsIsOrderInsensitive,16,17,116.05719
org.jsoup.parser.HtmlParserTest#handlesNullInComments,4,0,118.084442
org.jsoup.nodes.ElementTest#testClearAttributes,7,8,116.553543
org.jsoup.integration.ConnectTest#multipleParsesOkAfterBufferUp,7,0,120.078384
org.jsoup.nodes.AttributesTest#booleanCaseInsensitive,7,7,110.246384
org.jsoup.parser.TokeniserTest#handleLargeText,15,5,115.356812
org.jsoup.select.SelectorTest#caseInsensitive,8,8,115.644257
org.jsoup.nodes.ElementTest#testEmptyElementFormatHtml,4,2,121.933517
org.jsoup.nodes.ElementTest#testTagNameSet,7,9,115.27124
org.jsoup.internal.StringUtilTest#isNumeric,9,7,113.786057
org.jsoup.nodes.NodeTest#handlesAbsPrefixOnHasAttr,11,9,111.572006
org.jsoup.parser.TokenQueueTest#consumeToIgnoreSecondCallTest,8,5,117.211151
org.jsoup.select.TraversorTest#filterVisit,16,0,117.61087
org.jsoup.parser.XmlTreeBuilderTest#testParseDeclarationAttributes,10,5,116.133194
org.jsoup.integration.UrlConnectTest#followsRelativeRedirect,5,0,109.830307
org.jsoup.nodes.ElementTest#testHashcodeIsStableWithContentChanges,7,4,112.835648
org.jsoup.select.SelectorTest#testWildcardNamespacedTag,17,14,120.849182
org.jsoup.integration.UrlConnectTest#handlesUnescapedRedirects,10,0,115.159744
org.jsoup.nodes.DocumentTest#testMetaCharsetUpdateDisabledNoChanges,11,7,112.461777
org.jsoup.select.ElementsTest#is,7,4,112.984329
org.jsoup.select.SelectorTest#handlesCommasInSelector,10,7,116.362625
org.jsoup.nodes.DocumentTest#testMetaCharsetUpdateXmlNoCharset,9,6,110.083847
org.jsoup.nodes.DocumentTest#DocumentsWithSameContentAreVerifiable,7,2,109.054306
org.jsoup.select.SelectorTest#containsTextQueryIsNormalized,14,8,114.829208
org.jsoup.parser.TokeniserTest#handleLargeCdata,17,6,119.863159
org.jsoup.nodes.DocumentTest#testMetaCharsetUpdateXmlDisabledNoChanges,8,4,116.827499
org.jsoup.parser.HtmlParserTest#handlesKnownEmptyIframe,5,0,120.374603
org.jsoup.select.ElementsTest#before,5,4,118.194305
org.jsoup.select.ElementsTest#dataNodes,15,11,116.922974
org.jsoup.parser.HtmlParserTest#relaxedBaseEntityMatchAndStrictExtendedMatch,6,0,122.881546
org.jsoup.integration.ConnectTest#sendsRequestBodyJsonWithData,8,0,123.498779
org.jsoup.helper.HttpConnectionTest#sameHeadersCombineWithComma,10,2,108.056931
org.jsoup.nodes.ElementTest#testAppendTo,15,7,116.927307
org.jsoup.select.CssTest#nthLastOfType_advanced,12,0,119.404251
org.jsoup.parser.HtmlParserTest#handlesNestedImplicitTable,4,0,116.484894
org.jsoup.safety.CleanerTest#basicBehaviourTest,5,1,108.860168
org.jsoup.nodes.NodeTest#root,13,10,118.899277
org.jsoup.integration.UrlConnectTest#canRequestIdn,6,0,114.894257
org.jsoup.parser.XmlTreeBuilderTest#xmlSyntaxEscapesLtInAttributes,7,2,116.980606
org.jsoup.helper.HttpConnectionTest#throwsExceptionOnBodyWithoutExecute,7,3,111.632797
org.jsoup.select.ElementsTest#hasText,6,4,119.545975
org.jsoup.nodes.FormElementTest#createsSubmitableConnection,14,6,117.405243
org.jsoup.select.XpathTest#notNamespaceAware,7,0,119.140762
