TC,LOC,SC,E,P,T,E/SC,P/SC,T/SC,E/(SC/Loc),P/(SC/Loc),T/(SC/Loc),AR,ET,MG,ST,UT,RA,DepT,MNT,CTL,EmT,GF,IgT,SE,VT,DT,RO,DA,EH,CI,RP,LT
org.apache.commons.imaging.color.ColorCmykTest#testHashCodeAndEquals,4,3,192.425186,11.755531,16.351702,64.14172866666667,3.9185103333333333,5.450567333333333,256.56691466666666,15.674041333333333,21.80226933333333,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.commons.imaging.formats.jpeg.decoder.JpegInputStreamTest#testNextBitThrowsImageReadExceptionTwo,5,1,195.377136,11.77102,16.649045,195.377136,11.77102,16.649045,976.88568,58.8551,83.245225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
org.apache.commons.imaging.formats.tiff.photometricinterpreters.floatingpoint.PhotometricInterpreterFloatTest#testGetMinFound,5,3,186.279144,11.732754,15.880292,62.093048,3.910918,5.293430666666667,310.46524,19.55459,26.467153333333336,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
org.apache.commons.imaging.color.ColorCieLchTest#testCAssignment,3,2,190.370636,11.862435,16.047287,95.185318,5.9312175,8.0236435,285.555954,17.7936525,24.070930500000003,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.commons.imaging.formats.tiff.TiffRasterDataTest#testGetSimpleStatistics_float,4,3,190.67572,11.753718,16.200011,63.558573333333335,3.917906,5.400003666666667,254.23429333333334,15.671624,21.600014666666667,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
org.apache.commons.imaging.formats.jpeg.decoder.JpegInputStreamTest#testNextBitThrowsImageReadExceptionOne,7,1,196.35376,11.821803,16.680813,196.35376,11.821803,16.680813,1374.47632,82.752621,116.765691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
org.apache.commons.imaging.formats.bmp.BmpImageParserTest#testImageWidthRounding,7,7,187.427292,11.658883,16.0844,26.775327428571426,1.665554714285714,2.2977714285714286,187.427292,11.658883,16.0844,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
org.apache.commons.imaging.formats.tiff.photometricinterpreters.floatingpoint.PaletteEntryForRangeTest#testIsCovered,7,4,191.649231,11.898081,16.062706,47.91230775,2.97452025,4.0156765,335.38615425,20.82164175,28.1097355,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
org.apache.commons.imaging.formats.pnm.PpmFileInfoTest#testCreatesPpmFileInfoOne,3,1,184.510162,11.779798,15.646723,184.510162,11.779798,15.646723,553.5304860000001,35.339394,46.940169000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
org.apache.commons.imaging.formats.tiff.TiffRasterStatisticsTest#testGetMinValue,4,4,197.93898,11.817413,16.749773,49.484745,2.95435325,4.18744325,197.93898,11.817413,16.749773,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.commons.imaging.formats.png.transparencyfilters.TransparencyFilterIndexedColorTest#testFilterWithNegativeAndNegative,12,4,190.799149,11.734401,16.281153,47.69978725,2.93360025,4.07028825,572.397447,35.203203,48.843459,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
org.apache.commons.imaging.formats.png.PhysicalScaleTest#createFromMeters,7,11,191.642685,11.779634,16.282619,17.422062272727274,1.070875818181818,1.4802380909090909,121.95443590909092,7.496130727272727,10.361666636363637,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4
org.apache.commons.imaging.formats.jpeg.iptc.IptcTypeLookupTest#testGetIptcTypeWithPositive,5,3,194.246429,11.798777,16.55005,64.74880966666667,3.9329256666666663,5.516683333333333,323.74404833333335,19.664628333333333,27.583416666666665,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.commons.imaging.formats.png.chunks.PngChunkIccpTest#testErrorOnNoProfileName,4,1,189.742966,11.716131,16.182979,189.742966,11.716131,16.182979,758.971864,46.864524,64.731916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
org.apache.commons.imaging.formats.tiff.photometricinterpreters.floatingpoint.PaletteEntryForRangeTest#testGetColor,11,4,189.249512,11.824661,16.095794,47.312378,2.95616525,4.0239485,520.436158,32.51781775,44.263433500000005,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
