TC,LOC,SC,E
org.apache.commons.text.TextStringBuilderTest#testReadFromReaderInt,57,0,192.35733
org.apache.commons.text.StringTokenizerTest#testBasicQuoted5,11,11,183.607971
org.apache.commons.text.StrTokenizerTest#testIteration,21,21,183.495667
org.apache.commons.text.StringSubstitutorTest#testReplaceUnknownKeyOnly,4,3,188.845596
org.apache.commons.text.TextStringBuilderTest#testReadFromCharBufferAppendsToEnd,5,0,187.818085
org.apache.commons.text.TextStringBuilderTest#testIndexOf_StringMatcher,14,0,186.170822
org.apache.commons.text.TextStringBuilderTest#testSubstringInt,9,0,186.702042
org.apache.commons.text.similarity.IntersectionResultTest#testProperties,13,6,185.820389
org.apache.commons.text.StrTokenizerTest#test5,15,12,189.245728
org.apache.commons.text.StringSubstitutorTest#testReplaceUnknownShortestKeyOnlyExtraFirst,4,3,185.113434
org.apache.commons.text.lookup.UrlStringLookupTest#testFileScheme,7,3,187.645981
org.apache.commons.text.StrBuilderAppendInsertTest#testAppendln_Object,9,0,189.464447
org.apache.commons.text.matcher.StringMatcherOnCharSequenceStringTest#testStringMatcher_String,18,0,188.2202
org.apache.commons.text.StrTokenizerTest#testBasicQuoted2,10,10,192.525665
org.apache.commons.text.TextStringBuilderAppendInsertTest#testAppendln_CharArray,8,0,236.894577
org.apache.commons.text.StrSubstitutorTest#testGetSetValueDelimiter,15,11,182.027359
